#262932;#710100;#fdf500;#19c5af;#36ebf2;#9470dc;#e455ad;#cb1dce;#d0c5bf
#006668;#1a5e5d;#335556;#4d4d4d;#654342;#803c3d
#1500CE;#2900B1;#3E0093;#520076;#660058;#7A003B;#8F001D;#A30000
#FB8B24;#D90368;#820263;#291720;#04A777
#000000;#14213d;#fca311;#e63946;#023e8a
#03071E;#370617;#6A040F;#9D0208;#D00000;#DC2F02;#E85D04;#F48C06;#FAA307;#FFBA08
#09005b;#2a005d;#3f005e;#51005e;#62005d;#71005b;#800058;#8e0054;#9b004f;#a8004a;#b30044;#bd003d;#c60036;#cd002e;#d40024;#d90019
#d6d900;#e1c200;#e8ab00;#ec9400;#ec7c02;#e9631c;#e34a2a;#d92e36;#cb0341;#bb004a;#a70051;#910058;#78005c;#5c005e;#3b005e;#09005b
#ff124f;#ff00a0;#fe75fe;#7a04eb;#120458
#490109;#d40010;#fd7495;#5e4ef8;#14029a
#17ecb2;#18e4ed;#bde6ec;#5bd4ef;#23a1ed;#6e98ae;#1b82c4;#4ca5e7;#2554a6;#416bbf;#4a6ee9;#232989;#4333b7;#2203da;#674cd7;#443391;#1a0665;#3506a0;#6f5499;#1b0738;#6908d4;#40087a;#630fab;#9a08d7;#3f0354;#630784;#8e06a4;#e522bc;#9d1168;#c92f61
